collection_no	source_database	collection.authorizer	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	type_specimen	country	state	period	epoch	stage	ma_max	ma_min	formation
51891	ETE	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	"United States"	Alaska	Cretaceous	"Late/Upper Cretaceous"		81.3	76.2	"Prince Creek"
51893	ETE	"M. Carrano"		Dromaeosaurus		albertensis					"AMNH 5356"	"United States"	Alaska	Cretaceous	"Late/Upper Cretaceous"		80.9	73.3	"Prince Creek"
52254	ETE	"M. Carrano"	"n. gen."	Nuthetes	"n. sp."	destructor					"DORCM G913"	"United Kingdom"	England	Cretaceous	"Early/Lower Cretaceous"	Berriasian	145.500	140.200	Lulworth
52436	ETE	"M. Carrano"		Deinonychus		sp.						"United States"	Montana	Cretaceous	"Early/Lower Cretaceous"	Albian	100.6	99.7	Cloverly
52475	ETE	"M. Carrano"	"n. gen."	Dromaeosaurus	"n. sp."	albertensis					"AMNH 5356"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
52888	ETE	"M. Carrano"	"n. gen."	Sinornithosaurus	"n. sp."	millenii					"IVPP V.12811"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125	125	Yixian
52991	ETE	"M. Carrano"		Hesperonychus		elizabethae					"UALVP 48778"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
52991	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
52991	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
53049	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	83.8	73.7	Oldman
53049	ETE	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	83.8	73.7	Oldman
53049	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	83.8	73.7	Oldman
53050	ETE	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	83.8	73.7	Oldman
53050	ETE	"M. Carrano"		Dromaeosaurus		albertensis					"AMNH 5356"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	83.8	73.7	Oldman
53132	ETE	"M. Carrano"		Velociraptor	cf.	mongoliensis					"AMNH 6515"	Tajikistan	Asht	Cretaceous	"Late/Upper Cretaceous"		89.300	84.900	Dabrazhin
53493	PaleoDB	"R. Whatley"	"n. gen."	Graciliraptor	"n. sp."	lujiatunensis					"IVPP V13474"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	122.460	Yixian
54105	ETE	"M. Carrano"	?	Dromaeosaurus		sp.						Canada	Saskatchewan	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Frenchman
55246	ETE	"M. Carrano"		Deinonychus		sp.						"United States"	Montana	Cretaceous	"Early/Lower Cretaceous"	Albian	100.6	99.7	Cloverly
55256	ETE	"M. Carrano"		Velociraptor		mongoliensis		Velociraptor		sp.	"AMNH 6515"	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Djadokhta
55272	ETE	"M. Carrano"	"n. gen."	Unenlagia	"n. sp."	comahuensis		Maniraptora		indet.	"MCF-PVPH 78"	Argentina	Neuquén	Cretaceous	"Late/Upper Cretaceous"		94.300	85.800	Portezuelo
55363	ETE	"M. Carrano"		Richardoestesia	cf.	gilmorei		Richardoestesia		sp.	"NMC 343"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
55363	ETE	"M. Carrano"		Atrociraptor		marshalli		Dromaeosauridae		indet.	"TMP 95.166.1"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
55364	ETE	"M. Carrano"	"n. gen."	Buitreraptor	"n. sp."	gonzalezorum					"MPCA 245"	Argentina	"Río Negro"	Cretaceous	"Late/Upper Cretaceous"	Cenomanian	99.700	94.300	Candeleros
55426	ETE	"M. Carrano"		Microraptor		zhaoianus					"IVPP V.12330"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
55536	ETE	"M. Carrano"		Microraptor	"n. sp."	gui					"IVPP V.13352"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
55708	ETE	"M. Carrano"	"n. gen."	Microraptor	"n. sp."	zhaoianus	"n. gen."	Archaeoraptor	"n. sp."	liaoningensis	"IVPP V12330"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
55708	ETE	"M. Carrano"	"n. gen."	Microraptor	"n. sp."	zhaoianus					"IVPP V.12330"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
55758	ETE	"M. Carrano"	"n. gen."	Achillobator	"n. sp."	giganticus		Dromaeosauridae		indet.	MNUFR-15	Mongolia	Dornogov	Cretaceous	"Late/Upper Cretaceous"		99.700	84.900	Baynshire
58159	ETE	"M. Carrano"		Itemirus		medullaris					"PIN 327/699"	Uzbekistan	Navoi	Cretaceous	"Late/Upper Cretaceous"	Turonian	94.300	89.300	Bissekty
58166	ETE	"M. Carrano"		Itemirus		medullaris					"PIN 327/699"	Uzbekistan	Navoi	Cretaceous	"Late/Upper Cretaceous"	Turonian	94.300	89.300	Bissekty
58168	ETE	"M. Carrano"		Itemirus		medullaris					"PIN 327/699"	Uzbekistan	Navoi	Cretaceous	"Late/Upper Cretaceous"	Turonian	94.300	89.300	Bissekty
58168	ETE	"M. Carrano"		Richardoestesia	"n. sp."	asiatica					"CCMGE 460/12457"	Uzbekistan	Navoi	Cretaceous	"Late/Upper Cretaceous"	Turonian	94.300	89.300	Bissekty
58196	ETE	"M. Carrano"		Richardoestesia		sp.						"Russian Federation"	Buryat	Cretaceous	"Early/Lower Cretaceous"		130.000	112.600	Murtoi
59068	ETE	"M. Carrano"	cf.	Richardoestesia		sp.		Richardoestesia		sp.		"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Ojo Alamo"
59113	ETE	"M. Carrano"	"n. gen."	Saurornitholestes	"n. sp."	langstoni					"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	"Dinosaur Park"
59139	ETE	"M. Carrano"		Saurornitholestes		langstoni		Theropoda		indet.	"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	"Dinosaur Park"
59224	ETE	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	"Dinosaur Park"
59378	ETE	"M. Carrano"		Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	76.8	75.3	Foremost
60563	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
61319	ETE	"M. Carrano"	cf.	Richardoestesia		sp.						Spain	Cuenca	Cretaceous	"Early/Lower Cretaceous"	Barremian	130.000	125.450	"La Huérguina"
61468	ETE	"M. Carrano"		Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
61469	ETE	"M. Carrano"		Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
61471	ETE	"M. Carrano"		Saurornitholestes		langstoni		Theropoda		indet.	"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Oldman
61493	ETE	"M. Carrano"		Saurornitholestes		langstoni		Theropoda		indet.	"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Oldman
61843	ETE	"M. Carrano"	"n. gen."	Bambiraptor	"n. sp."	feinbergi					"FIP 001"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
61930	ETE	"M. Carrano"		Nuthetes		sp.						France	Poitou-Charentes	Cretaceous	"Early/Lower Cretaceous"	Berriasian	145.500	140.200	
62927	ETE	"M. Carrano"		Velociraptor		mongoliensis		Dromaeosauridae		indet.	"AMNH 6515"	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Djadokhta
62928	ETE	"M. Carrano"		Velociraptor		mongoliensis					"AMNH 6515"	Mongolia	Omngov	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Djadokhta
65327	ETE	"M. Carrano"		Velociraptor		sp.						Mongolia	Dornogov	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Baruungoyot
65347	ETE	"M. Carrano"	"n. gen."	Adasaurus	"n. sp."	mongoliensis					"IGM 100/20"	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
67611	ETE	"M. Carrano"		Sinornithosaurus	"n. sp."	haoiana					D2140	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	122.460	Yixian
67869	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67869	ETE	"M. Carrano"		Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67870	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67871	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67871	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67872	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67872	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67873	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67873	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67874	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67874	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67877	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67877	ETE	"M. Carrano"	?	Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67879	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
67879	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
67880	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
67881	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67881	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67882	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67883	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67884	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
67885	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Saskatchewan	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67892	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
67893	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67893	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67893	ETE	"M. Carrano"		Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67894	ETE	"M. Carrano"		Richardoestesia		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
67894	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
68001	PaleoDB	"M. Carrano"		Richardoestesia	cf.	gilmorei					"NMC 343"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68001	PaleoDB	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68002	PaleoDB	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68002	PaleoDB	"M. Carrano"		Saurornitholestes		sp.						"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68002	PaleoDB	"M. Carrano"		Saurornitholestes	cf.	langstoni					"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68003	PaleoDB	"M. Carrano"		Richardoestesia	"n. sp."	isosceles					"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68003	PaleoDB	"M. Carrano"		Saurornitholestes	cf.	langstoni		Richardoestesia		isosceles	"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68003	PaleoDB	"M. Carrano"		Richardoestesia		gilmorei					"NMC 343"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68003	PaleoDB	"M. Carrano"		Richardoestesia		isosceles		Richardoestesia	cf.	gilmorei	"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68003	PaleoDB	"M. Carrano"	cf.	Richardoestesia		sp.						"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68006	PaleoDB	"M. Carrano"		Saurornitholestes	cf.	langstoni					"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68006	PaleoDB	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68007	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Aguja
68008	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Aguja
68008	ETE	"M. Carrano"		Saurornitholestes	cf.	langstoni					"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Aguja
68009	ETE	"M. Carrano"		Saurornitholestes	cf.	langstoni					"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
68009	ETE	"M. Carrano"		Saurornitholestes	informal	"sp. A"						"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
68010	ETE	"M. Carrano"		Saurornitholestes	informal	"sp. C"						"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
68011	ETE	"M. Carrano"		Saurornitholestes	cf.	langstoni					"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
68011	ETE	"M. Carrano"		Saurornitholestes	informal	"sp. B"						"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
68014	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68014	ETE	"M. Carrano"		Saurornitholestes	cf.	langstoni					"RTMP 74.10.5"	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	81.3	76.2	Aguja
68331	ETE	"M. Carrano"	"n. gen."	Dromaeosauroides	"n. sp."	bornholmensis					"MGUH 27218/DK 315"	Denmark	Bornholm	Cretaceous	"Early/Lower Cretaceous"	Berriasian	145.500	140.200	Jydegaard
69693	ETE	"M. Carrano"		Deinonychus		antirrhopus					"YPM 5205"	"United States"	Montana	Cretaceous	"Early/Lower Cretaceous"	Albian	112.600	99.700	Cloverly
70140	ETE	"M. Carrano"	"n. gen."	Shanag	"n. sp."	ashile					"IGM 100/1119"	Mongolia	Ovorkhangai	Cretaceous	"Early/Lower Cretaceous"		145.500	99.700	Öösh
70343	Fossilworks	"J. Alroy"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
70343	Fossilworks	"J. Alroy"		Richardoestesia		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
71487	ETE	"M. Carrano"	?	Dromaeosaurus		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	
71840	PaleoDB	"M. Carrano"	cf.	Velociraptor		mongoliensis					"AMNH 6515"	China	Shanxi	Cretaceous	"Late/Upper Cretaceous"		99.700	66.043	Zouyun
72142	ETE	"M. Carrano"		Nuthetes		destructor					"DORCM G913"	"United Kingdom"	England	Cretaceous	"Early/Lower Cretaceous"	Berriasian	145.500	140.200	Lulworth
73612	ETE	"M. Carrano"		Richardoestesia	cf.	isosceles					"LSUMGS 489:6238"	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Cenomanian	95.3	94.5	"Cedar Mountain"
75280	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75280	ETE	"M. Carrano"		Dromaeosaurus		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75287	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.4	Ferris
75287	ETE	"M. Carrano"		Richardoestesia		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.4	Ferris
75296	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75297	PaleoDB	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.4	Ferris
75429	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75431	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.0	Ferris
75432	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75432	ETE	"M. Carrano"		Richardoestesia		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75443	ETE	"M. Carrano"		Dromaeosaurus		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.4	Ferris
75447	ETE	"M. Carrano"		Saurornitholestes		sp.						"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75943	ETE	"M. Carrano"	"n. gen."	Itemirus	"n. sp."	medullaris					"PIN 327/699"	Uzbekistan	Navoi	Cretaceous	"Late/Upper Cretaceous"	Turonian	94.300	89.300	Bissekty
76030	Fossilworks	"J. Alroy"		Richardoestesia		isosceles					"LSUMGS 489:6238"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
76062	ETE	"M. Carrano"	cf.	Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
76105	ETE	"M. Carrano"		Saurornitholestes	"n. sp."	robustus					"SMP VP-1955"	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
76106	ETE	"M. Carrano"		Saurornitholestes		robustus					"SMP VP-1955"	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
76107	ETE	"M. Carrano"		Saurornitholestes		robustus					"SMP VP-1955"	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
76752	PaleoDB	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
76752	PaleoDB	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
77058	ETE	"M. Carrano"		Nuthetes		sp.						"United Kingdom"	England	Cretaceous	"Early/Lower Cretaceous"	Berriasian	145.500	140.200	
77259	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
79363	ETE	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	"United States"	"South Carolina"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Donoho Creek"
79518	ETE	"M. Carrano"	?	Microraptor		sp.	?	Cryptovolans		sp.		China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
79518	ETE	"M. Carrano"		Microraptor		zhaoianus	"n. gen."	Dromaeosauridae	"n. sp."	indet.		China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
79941	ETE	"M. Carrano"		Microraptor		sp.						China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Aptian	125.450	112.600	Jiufotang
82635	PaleoDB	"M. Uhen"	cf.	Saurornitholestes		sp.						"United States"	Alabama	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Mooreville Chalk"
83719	ETE	"M. Carrano"		Velociraptor	"n. sp."	osmolskae					"IMM 99NM-BYM-3/3"	China	"Nei Mongol"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Bayan Mandahu"
84996	Fossilworks	"J. Alroy"	"n. gen."	Luanchuanraptor	"n. sp."	henanensis						China	Henan	Cretaceous	"Late/Upper Cretaceous"		99.700	66.043	Qiupa
85498	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
85498	ETE	"M. Carrano"		Richardoestesia		gilmorei					"NMC 343"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
85498	ETE	"M. Carrano"		Saurornitholestes		langstoni					"RTMP 74.10.5"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
85499	ETE	"M. Carrano"		Richardoestesia		isosceles					"LSUMGS 489:6238"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
85499	ETE	"M. Carrano"		Dromaeosaurus		albertensis					"AMNH 5356"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
89605	ETE	"M. Carrano"		Richardoestesia		gilmorei					"NMC 343"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wapiti
89605	ETE	"M. Carrano"		Saurornitholestes		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wapiti
90926	ETE	"M. Carrano"		Deinonychus		antirrhopus					"YPM 5205"	"United States"	Maryland	Cretaceous	"Early/Lower Cretaceous"	Aptian	122.460	112.600	"Arundel Clay"
90926	ETE	"M. Carrano"		Deinonychus		sp.						"United States"	Maryland	Cretaceous	"Early/Lower Cretaceous"	Aptian	122.460	112.600	"Arundel Clay"
90926	ETE	"M. Carrano"	aff.	Richardoestesia		sp.						"United States"	Maryland	Cretaceous	"Early/Lower Cretaceous"	Aptian	122.460	112.600	"Arundel Clay"
92963	ETE	"M. Carrano"	"n. gen."	Atrociraptor	"n. sp."	marshalli					"TMP 95.166.1"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
