collection_no	source_database	collection.authorizer	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	type_specimen	collection.reference_no	country	state	period	epoch	stage	ma_max	ma_min	formation
69213	ETE	"M. Carrano"	"n. gen."	Trachodon	"n. sp."	mirabilis					"ANSP 9620"	13002	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
69214	ETE	"M. Carrano"	"n. gen."	Thespesius	"n. sp."	occidentalis					"USNM 219-221"	19954	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
69621	ETE	"M. Carrano"		Edmontosaurus		sp.						23357	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Horseshoe Canyon"
70051	ETE	"M. Carrano"	"n. gen."	Glishades	"n. sp."	ericksoni					"AMNH 27414"	12319	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
70051	ETE	"M. Carrano"		Corythosaurus		casuarius		Procheneosaurus		erectofrons	"ROM 759"	12319	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
70052	ETE	"M. Carrano"		Lambeosaurus		clavinitialis		Corythosaurus		sp.	"NMC 8703"	12319	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
70054	ETE	"M. Carrano"		Lambeosaurus		lambei					"ROM 1218"	12319	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
70055	ETE	"M. Carrano"		Lambeosaurus		lambei					"ROM 1218"	12314	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
71141	PaleoDB	"M. Uhen"	"n. gen."	Hypsibema	"n. sp."	crassicauda					"USNM 6136, 7189"	15634	"United States"	"North Carolina"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
71436	ETE	"M. Carrano"	"n. gen."	Tyrannosauropus	"n. sp."	petersoni		Deinodontidae		indet.		29231	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Castlegate
71485	ETE	"M. Carrano"	cf.	Kritosaurus		sp.						24167	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Santonian	85.800	84.900	"Milk River"
72143	ETE	"M. Carrano"		Edmontosaurus		sp.						24421	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
72263	ETE	"M. Carrano"		Diclonius		sp.						24470	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
73891	ETE	"M. Carrano"		Brachylophosaurus		canadensis					"NMC 8893"	14804	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
74009	ETE	"M. Carrano"		Anatotitan		copei		Trachodon		sp.		63664	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
74120	ETE	"M. Carrano"		Lambeosaurus		magnicristatus		Hadrosauridae		indet.	"NMC 8705"	62727	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
74642	ETE	"M. Carrano"		Trachodon		mirabilis					"ANSP 9620"	25123	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"St. Mary River"
75467	ETE	"M. Carrano"		Gryposaurus	"n. sp."	monumentensis					"RAM 6797"	25465	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kaiparowits
76055	ETE	"M. Carrano"		Parasaurolophus		sp.		Lambeosaurus		sp.		12053	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
76062	ETE	"M. Carrano"		Edmontosaurus		regalis		Edmontosaurus		sp.	"NMC 2288"	25756	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
76062	ETE	"M. Carrano"		Saurolophus		sp.						25756	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
76745	ETE	"M. Carrano"	"n. gen."	Velafrons	"n. sp."	coahuilensis	cf.	Lambeosaurus		sp.	CPC-59	61988	Mexico	Coahuila	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Cerro del Pueblo"
76753	PaleoDB	"M. Carrano"	"n. gen."	Anasazisaurus	"n. sp."	horneri					"BYU 12950"	1965	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
77259	ETE	"M. Carrano"		Prosaurolophus		maximus					"AMNH 5386"	26153	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
79034	ETE	"M. Carrano"	"n. gen."	Sahaliyania	"n. sp."	elunchunorum					"GMH W453"	26542	China	Heilongjiang	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Yuliangze
79034	ETE	"M. Carrano"	"n. gen."	Wulagasaurus	"n. sp."	dongi					"GMH W184"	26542	China	Heilongjiang	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Yuliangze
81999	PaleoDB	"M. Uhen"		Hadrosaurus	"n. sp."	minor					"YPM 1600"	15634	"United States"	"New Jersey"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Navesink
83299	PaleoDB	"M. Carrano"		Edmontosaurus		sp.		Thespesius		sp.		12332	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
84455	ETE	"M. Carrano"		Edmontosaurus		sp.						28299	"United States"	"North Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
90032	ETE	"M. Carrano"	"n. gen."	Angulomastacator	"n. sp."	daviesi					"TMM 43681-1"	30165	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Aguja
91359	ETE	"M. Carrano"		Edmontosaurus		sp.						30722	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
91473	ETE	"M. Carrano"	"n. gen."	Shantungosaurus	"n. sp."	giganteus	"n. gen."	Zhuchengosaurus	"n. sp."	maximus		30820	China	Shandong	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Xingezhuang
94370	ETE	"M. Carrano"		Edmontosaurus		sp.						4218	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
96534	PaleoDB	"M. Carrano"		Gryposaurus		notabilis	?	Kritosaurus		sp.	"NMC 2278"	12319	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
96815	ETE	"M. Carrano"	"n. gen."	Huaxiaosaurus	"n. sp."	aigahtens		Shantungosaurus		sp.		32999	China	Shandong	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Xingezhuang
97614	ETE	"M. Carrano"		Jaxartosaurus		sp.		Yaxartosaurus		sp.		33322	China	Xinjiang	Cretaceous	"Late/Upper Cretaceous"		99.700	66.043	Ulungar
98972	ETE	"M. Carrano"	?	Hadrosaurus		sp.						53137	"United States"	Mississippi	Cretaceous	"Late/Upper Cretaceous"		85.800	70.600	Eutaw
99139	ETE	"M. Carrano"	cf.	Kritosaurus		sp.						34097	Mexico	Coahuila	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Aguja
99441	Fossilworks	"J. Alroy"		Trachodon		sp.						34199	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
100266	ETE	"M. Carrano"		Saurolophus		sp.						42293	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
100268	ETE	"M. Carrano"		Saurolophus		sp.						55060	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
100273	ETE	"M. Carrano"		Saurolophus		sp.		Hadrosauridae		indet.		42293	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
106277	PaleoDB	"M. Carrano"	?	Hadrosaurus		sp.						35424	"United States"	"North Carolina"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
120363	PaleoDB	"M. Carrano"	"n. gen."	Acristavus	"n. sp."	gagslarsoni					"MOR 1155"	38486	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
120364	PaleoDB	"M. Carrano"		Acristavus		gagslarsoni					"MOR 1155"	38486	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wahweap
125953	PaleoDB	"M. Uhen"		Hadrosaurus		foulkii					"ANSP 10005"	40903	"United States"	"New Jersey"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
127670	ETE	"R. Benson"		Saurolophus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127670	ETE	"R. Benson"	?	Saurolophus		sp.		Hadrosauridae		indet.		42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127671	ETE	"R. Benson"		Saurolophus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
127674	PaleoDB	"R. Benson"		Saurolophus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127681	PaleoDB	"R. Benson"		Saurolophus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
127682	ETE	"R. Benson"		Saurolophus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
128559	ETE	"R. Benson"		Edmontosaurus		annectens		Hadrosauridae		indet.	"USNM 2414"	14442	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
129271	PaleoDB	"R. Benson"	"n. gen."	Kamuysaurus	"n. sp."	japonicus					HMG-1219	42111	Japan	Hokkaido	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Lower sandy Siltstone"
130271	ETE	"M. Carrano"		Mandschurosaurus	"n. sp."	laosensis		Hadrosauridae		indet.		42220	Laos	Savannakhet	Cretaceous	"Early/Lower Cretaceous"		125.450	99.700	"Grès supérieurs"
130271	ETE	"M. Carrano"	cf.	Mandschurosaurus		laosensis						42220	Laos	Savannakhet	Cretaceous	"Early/Lower Cretaceous"		125.450	99.700	"Grès supérieurs"
131865	PaleoDB	"R. Benson"		Edmontosaurus		sp.		Anatosaurus		sp.		14442	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
135739	ETE	"M. Carrano"		Hypacrosaurus		altispinus					"AMNH 5206"	43426	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
135740	ETE	"M. Carrano"		Hypacrosaurus		altispinus					"AMNH 5206"	43426	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
135741	ETE	"M. Carrano"		Hypacrosaurus		altispinus					"AMNH 5206"	43426	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
135743	ETE	"M. Carrano"		Hypacrosaurus		altispinus					"AMNH 5206"	43426	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
138447	PaleoDB	"M. Clapham"		Edmontosaurus		regalis					"NMC 2288"	44344	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wapiti
138835	ETE	"M. Carrano"		Parasaurolophus		tubicen	cf.	Parasaurolophus		tubicen	"PMU.R 1250"	44514	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
142326	PaleoDB	"M. Carrano"		Edmontosaurus		sp.						46207	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
142375	PaleoDB	"M. Carrano"		Edmontosaurus		sp.		Ceratopsia		indet.		53256	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
142376	PaleoDB	"M. Carrano"		Edmontosaurus		sp.		Claosaurus		sp.		53185	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
142488	PaleoDB	"M. Carrano"		Trachodon		sp.						46255	"United States"	"North Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
142493	PaleoDB	"M. Carrano"		Trachodon		sp.						46255	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
142495	PaleoDB	"M. Carrano"		Hadrosaurus	"n. sp."	breviceps					"YPM 1779"	10620	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
142497	PaleoDB	"M. Carrano"		Gryposaurus	"n. sp."	latidens		Hadrosauridae		indet.	"AMNH 5465"	12319	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"		85.800	70.600	"Two Medicine"
142498	ETE	"M. Carrano"		Hypacrosaurus		sp.						12319	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
142499	PaleoDB	"M. Carrano"		Corythosaurus		casuarius		Procheneosaurus		erectofrons	"ROM 759"	12319	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
142510	ETE	"M. Carrano"		Kritosaurus		sp.						53185	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
148949	PaleoDB	"P. Mannion"		Pararhabdodon		isomensis						47749	Spain	Cataluña	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Conques
150884	PaleoDB	"M. Carrano"	?	Kritosaurus		sp.						12319	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Fruitland
150933	PaleoDB	"M. Carrano"		Edmontosaurus		annectens		Anatosaurus		annectens	"USNM 2414"	12319	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
150976	PaleoDB	"M. Carrano"		Edmontosaurus		sp.		Anatosaurus		sp.		12319	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
150978	PaleoDB	"M. Carrano"		Corythosaurus		casuarius					"AMNH 5240"	12319	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
152403		"M. Carrano"	?	Edmontosaurus		sp.						49055	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Horseshoe Canyon"
154462		"D. Nicholson"		Kritosaurus	cf.	navajovius					"AMNH 5799"	50161	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
154639		"D. Nicholson"		Kritosaurus	cf.	navajovius					"AMNH 5799"	50161	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
157189		"M. Carrano"		Edmontosaurus		sp.						51520	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
161904		"M. Carrano"		Trachodon		mirabilis					"ANSP 9620"	52721	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
161992		"P. Mannion"	"n. gen."	Rhinorex	"n. sp."	condrupus					"BYU 13258"	52770	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Neslen
162137		"M. Carrano"		Prosaurolophus		maximus		Prosaurolophus		sp.	"AMNH 5386"	52782	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Bearpaw Shale"
162138		"M. Carrano"		Prosaurolophus		maximus		Brachylophosaurus		sp.	"AMNH 5386"	52782	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Bearpaw Shale"
162171		"M. Carrano"		Brachylophosaurus		canadensis					"NMC 8893"	52782	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
164991		"M. Carrano"	?	Trachodon		sp.		Trachodon		sp.		53992	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
164992		"M. Carrano"	?	Trachodon		sp.		Trachodon		sp.		53992	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
164993		"M. Carrano"	?	Trachodon		sp.		Trachodon		sp.		53992	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
167744		"M. Carrano"		Hadrosaurus		foulkii					"ANSP 10005"	54671	"United States"	"New Jersey"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
167779		"M. Carrano"	""""	Hadrosaurus		minor					"YPM 1600"	62802	"United States"	"New Jersey"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
167804		"M. Carrano"		Brachylophosaurus	cf.	canadensis					"NMC 8893"	54856	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
167916		"M. Carrano"	"n. gen."	Adelolophus	"n. sp."	hutchisoni					"UCMP 152028"	54881	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wahweap
170926		"M. Carrano"		Magnapaulia		laticaudus					"LACM 17715 (=IGM 5843)"	55641	Mexico	"Baja California"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"El Gallo"
170927		"M. Carrano"		Magnapaulia		laticaudus					"LACM 17715 (=IGM 5843)"	55641	Mexico	"Baja California"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"El Gallo"
170928		"M. Carrano"		Magnapaulia		laticaudus					"LACM 17715 (=IGM 5843)"	55641	Mexico	"Baja California"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"El Gallo"
171030		"M. Carrano"		Parasaurolophus		sp.						55658	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
171030		"M. Carrano"		Parasaurolophus	cf.	tubicen					"PMU.R 1250"	55658	"United States"	"New Mexico"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kirtland
171094		"P. Mannion"		Trachodon		sp.						55474	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
171099		"M. Carrano"		Pararhabdodon		isonensis					"IPS-SRA 1"	54956	Spain	Cataluña	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Conques
172587		"M. Carrano"	"n. gen."	Canardia	"n. sp."	garonnensis	?	Pararhabdodon		sp.	"MDE Ma3-16"	56237	France	Haute-Garonne	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Marnes d'Auzas"
172613		"M. Carrano"		Gryposaurus		sp.						56075	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kaiparowits
178689		"M. Carrano"		Shantungosaurus	cf.	giganteus					"GMV V.1780-1"	14794	China	Shaanxi	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Shanyang/Hongtuling
179625		"M. Carrano"		Saurolophus		angustirostris					"PIN 551-8"	59136	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
179970		"M. Carrano"		Trachodon		sp.						55474	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
180702		"M. Carrano"		Saurolophus		angustirostris					"PIN 551-8"	10453	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180703		"M. Carrano"		Saurolophus		angustirostris					"PIN 551-8"	10453	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
181177		"M. Carrano"	"n. gen."	Eotrachodon	"n. sp."	orientalis					"MSC 7949"	60214	"United States"	Alabama	Cretaceous	"Late/Upper Cretaceous"	Santonian	85.800	84.900	"Mooreville Chalk"
183109		"P. Holroyd"	cf.	Edmontosaurus		sp.						61095	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
187092		"M. Carrano"	?	Gryposaurus		alsatei					"TMM 46033-1"	62764	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
187093		"M. Carrano"		Kritosaurus		sp.						62764	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Javelina
187094		"M. Carrano"		Kritosaurus		sp.	cf.	Edmontosaurus		sp.		63793	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Javelina
187119		"M. Carrano"	"n. gen."	Microhadrosaurus	"n. sp."	nanshiungensis					"IVPP V.4732"	9256	China	Guangdong	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nanxiong
188485		"M. Carrano"		Trachodon		sp.						63225	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
188840		"M. Carrano"		Trachodon		sp.						63399	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Scollard
189568		"M. Carrano"		Edmontosaurus		sp.		Trachodontidae		indet.		63708	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
189805		"M. Carrano"		Kritosaurus		sp.						63793	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Aguja
189810		"M. Carrano"		Kritosaurus		sp.						63793	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Aguja
192251		"P. Holroyd"		Edmontosaurus		sp.		Anatosaurus		sp.		66164	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
194654		"G. Lloyd"	"n. gen."	Probrachylophosaurus	"n. sp."	bergei					"MOR 2919"	66141	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	79.8	79.5	"Judith RIver"
202036		"M. Carrano"		Edmontosaurus		annectens					"USNM 2414"	69212	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
204697		"M. Carrano"		Prosaurolophus		maximus					"AMNH 5386"	70243	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Bearpaw Shale"
206775		"M. Clapham"		Prosaurolophus		maximus					"AMNH 5386"	71097	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
207033		"G. Lloyd"	"n. gen."	Adynomosaurus	"n. sp."	arcanus					"MCD 712"	71247	Spain	Lleida	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Conques
