Species	Status
Gobipteryx_minuta	extinct
Gobiraptor_minutus	extinct
Gobisaurus_domoculus	extinct
Gobititan_shenzhouensis	extinct
Gobivenator_mongoliensis	extinct
Gondwanatitan	extinct
Gondwanatitan_faustoi	extinct
Gongpoquansaurus_mazongshanensis	extinct
Gonkoken_nanoi	extinct
Gorgosaurus	extinct
Gorgosaurus_libratus	extinct
Goseongornipes	extinct
Goseongornipes_markjonesi	extinct
Goyocephale_lattimorei	extinct
Grabauornis_lingyuanensis	extinct
Graciliceratops_mongoliensis	extinct
Graciliraptor_lujiatunensis	extinct
Gracilornis_jiufotangensis	extinct
Graculavus_augustus	extinct
Graculavus_velox	extinct
Grallator	extinct
Grallator_cursorius	extinct
Grallator_emeiensis	extinct
Grallator_maximus	extinct
Grallator_olonensis	extinct
Grallator_ssatoi	extinct
Grallator_yangi	extinct
Gravitholus_albertae	extinct
Gretcheniao_sinensis	extinct
Gruipeda	extinct
Gruipeda_vegrandiunus	extinct
Gryphoceratops_morrisoni	extinct
Gryposaurus	extinct
Gryposaurus_alsatei	extinct
Gryposaurus_latidens	extinct
Gryposaurus_monumentensis	extinct
Gryposaurus_notabilis	extinct
Gspsaurus_pakistani	extinct
Gualicho_shinyae	extinct
Guegoolithus_turolensis	extinct
Guemesia_ochoai	extinct
Gurilynia_nessovi	extinct
Gyeongsangornipes	extinct
Gypsichnites	extinct
Gypsichnites_pacensis	extinct
Hadrosaurichnus	extinct
Hadrosauropodus	extinct
Hadrosauropodus_langstoni	extinct
Hadrosauropodus_leonardii	extinct
Hadrosaurus	extinct
Hadrosaurus_foulkii	extinct
Haestasaurus_becklesii	extinct
Hagryphus_giganteus	extinct
Halimornis_thompsoni	extinct
Halszkaraptor_escuilliei	extinct
Hamititan_xinjiangensis	extinct
Hanssuesia_sternbergi	extinct
Harpymimus_okladnikovi	extinct
Haya_griva	extinct
Helioceratops_brachygnathus	extinct
Hemifaveoloolithus_muyushanensis	extinct
Hesperonychus_elizabethae	extinct
Hesperornis	extinct
Hesperornis_chowi	extinct
Hesperornis_crassipes	extinct
Hesperornis_gracilis	extinct
Hesperornis_lumgairi	extinct
Hesperornis_macdonaldi	extinct
Hesperornis_mengeli	extinct
Hesperornis_montanus	extinct
Hesperornis_regalis	extinct
Hesperornis_rossicus	extinct
Hexing_qingyi	extinct
Heyuannia_huangi	extinct
Heyuannia_yanshini	extinct
Himeoolithus_murakamii	extinct
Hippodraco_scutodens	extinct
Histriasaurus_boscarollii	extinct
Holbotia_ponomarenkoi	extinct
Hollanda_luceria	extinct
Homalocephale_calathocercos	extinct
Hongshanornis_longicresta	extinct
Hoplitosaurus	extinct
Hoplitosaurus_marshi	extinct
Horezmavis_eocretacea	extinct
Houornis_caudatus	extinct
Huabeisaurus_allocotus	extinct
Huallasaurus_australis	extinct
Huanansaurus_ganzhouensis	extinct
Huanghetitan_liujiaxiaensis	extinct
Huaxiagnathus_orientalis	extinct
Huehuecanauhtlus_tiquichensis	extinct
Huinculsaurus_montesi	extinct
Hulsanpes_perlei	extinct
Hunanpus_jiuquwanensis	extinct
Hungarosaurus	extinct
Hungarosaurus_tormai	extinct
Huoshanornis_huji	extinct
Hwangsanipes_choughi	extinct
Hylaeosaurus	extinct
Hylaeosaurus_armatus	extinct
Hypacrosaurus	extinct
Hypacrosaurus_altispinus	extinct
Hypacrosaurus_stebingeri	extinct
Hypselospinus_fittoni	extinct
Hypsiloichnus_marylandicus	extinct
Hypsilophodon	extinct
Hypsilophodon_foxii	extinct
Iaceornis_marshi	extinct
Iani_smithi	extinct
Iberomesornis	extinct
Iberomesornis_romerali	extinct
Iberosauripus	extinct
Iberospinus_natarioi	extinct
Ibirania_parva	extinct
Ichthyornis	extinct
Ichthyornis_dispar	extinct
Ichthyornis_minusculus	extinct
Ichthyovenator_laosensis	extinct
Igai_semkhu	extinct
Ignotornis	extinct
Ignotornis_gajinensis	extinct
Ignotornis_mcconnelli	extinct
Ignotornis_yangi	extinct
Iguanacolossus	extinct
Iguanacolossus_fortis	extinct
Iguanodon	extinct
Iguanodon_bernissartensis	extinct
Iguanodon_galvensis	extinct
Iguanodon_major	extinct
Iguanodontipus	extinct
Iguanodontipus_burreyi	extinct
Ikqaumishan_smqureshi	extinct
Ilerdopteryx_viai	extinct
Ilokelesia_aguadagrandensis	extinct
Imperobator_antarcticus	extinct
Imrankhanhero_zilefatmi	extinct
Inawentu_oslatus	extinct
Incisivosaurus	extinct
Incisivosaurus_gauthieri	extinct
Incolornis_silvae	extinct
Indosaurus_matleyi	extinct
Indosuchus_raptorius	extinct
Ingenia	extinct
Intiornis_inexpectatus	extinct
Invictarx_zephyri	extinct
Irenesauripus	extinct
Irenesauripus_acutus	extinct
