it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	
2440000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.3767826284074071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.5228177056131539	0.12578272614328345	0.12578272614328345	0.12578272614328345	0.12578272614328345	0.12578272614328345	0.12578272614328345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	-0.14603507720574677	0.25099990226412366	0.25099990226412366	0.25099990226412366	0.25099990226412366	0.25099990226412366	0.25099990226412366
2445000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.3508464105256052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.5367303298198703	0.15690666330145636	0.15690666330145636	0.15690666330145636	0.15690666330145636	0.15690666330145636	0.15690666330145636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	-0.18588391929426512	0.19393974722414886	0.19393974722414886	0.19393974722414886	0.19393974722414886	0.19393974722414886	0.19393974722414886
2450000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.42296951411301636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.5517424443159566	0.14715965812309678	0.14715965812309678	0.14715965812309678	0.14715965812309678	0.14715965812309678	0.14715965812309678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	-0.12877293020294028	0.2758098559899196	0.2758098559899196	0.2758098559899196	0.2758098559899196	0.2758098559899196	0.2758098559899196
2455000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.442726784381851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.5486548855257887	0.2261601433538931	0.2261601433538931	0.2261601433538931	0.2261601433538931	0.2261601433538931	0.2261601433538931	0.2261601433538931	0.2261601433538931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	-0.10592810114393769	0.2165666410279579	0.2165666410279579	0.2165666410279579	0.2165666410279579	0.2165666410279579	0.2165666410279579	0.2165666410279579	0.2165666410279579
2460000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.5367983088554055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6512817414037864	0.6512817414037864	0.6512817414037864	0.6512817414037864	0.6512817414037864	0.6512817414037864	0.6512817414037864	0.6512817414037864	1.081499439433319	1.081499439433319	0.21722225189203753	0.21722225189203753	0.21722225189203753	0.21722225189203753	0.21722225189203753	0.21722225189203753	0.21722225189203753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11448343254838089	-0.11448343254838089	-0.11448343254838089	-0.11448343254838089	-0.11448343254838089	-0.11448343254838089	-0.11448343254838089	-0.11448343254838089	-0.5447011305779136	-0.5447011305779136	0.31957605696336794	0.31957605696336794	0.31957605696336794	0.31957605696336794	0.31957605696336794	0.31957605696336794	0.31957605696336794
2465000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.3438599534000008	0.7294186156396956	0.7294186156396956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7229798495902163	0.7229798495902163	0.7229798495902163	0.7229798495902163	0.7229798495902163	0.7229798495902163	0.7229798495902163	0.4911198393743176	0.4911198393743176	0.4911198393743176	0.22563967432875273	0.22563967432875273	0.22563967432875273	0.22563967432875273	0.22563967432875273	0.22563967432875273	0.22563967432875273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3791198961902155	-0.3791198961902155	-0.3791198961902155	-0.3791198961902155	-0.3791198961902155	-0.3791198961902155	-0.3791198961902155	-0.14725988597431677	-0.14725988597431677	-0.14725988597431677	0.11822027907124807	0.11822027907124807	0.11822027907124807	0.11822027907124807	0.11822027907124807	0.5037789413109428	0.5037789413109428
2470000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5980500647606426	0.5980500647606426	0.5980500647606426	0.5980500647606426	0.5980500647606426	0.5980500647606426	0.5980500647606426	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.29306618055117245	0.9241144127542017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.6567554307991851	0.0910871002993104	0.0910871002993104	0.0910871002993104	0.0910871002993104	0.0910871002993104	0.0910871002993104	0.0910871002993104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.058705366038542484	-0.058705366038542484	-0.058705366038542484	-0.058705366038542484	-0.058705366038542484	-0.058705366038542484	-0.058705366038542484	-0.36368925024801263	-0.36368925024801263	-0.36368925024801263	0.20197908025186206	0.20197908025186206	0.20197908025186206	0.20197908025186206	0.20197908025186206	0.20197908025186206	0.8330273124548913
2475000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.3884593148178967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.6560158620129551	0.21528689225676367	0.21528689225676367	0.21528689225676367	0.21528689225676367	0.21528689225676367	0.21528689225676367	0.21528689225676367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	-0.26755654719505845	0.17317242256113302	0.17317242256113302	0.17317242256113302	0.17317242256113302	0.17317242256113302	0.17317242256113302	0.17317242256113302
2480000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4773891105326101	0.4773891105326101	0.4773891105326101	0.4773891105326101	0.4773891105326101	0.4773891105326101	0.4773891105326101	0.4773891105326101	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.2943019580654026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.6472124239250362	0.1210970698666036	0.1210970698666036	0.1210970698666036	0.1210970698666036	0.1210970698666036	0.1210970698666036	0.1210970698666036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16982331339242612	-0.16982331339242612	-0.16982331339242612	-0.16982331339242612	-0.16982331339242612	-0.16982331339242612	-0.16982331339242612	-0.16982331339242612	-0.3529104658596336	-0.3529104658596336	0.173204888198799	0.173204888198799	0.173204888198799	0.173204888198799	0.173204888198799	0.173204888198799	0.173204888198799
2485000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	0.483342052609655	1.4128152465158879	1.4128152465158879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.5822678531223647	0.18445254466063077	0.18445254466063077	0.18445254466063077	0.18445254466063077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	-0.09892580051270972	0.29888950794902425	0.29888950794902425	1.2283627018552572	1.2283627018552572
