it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	
50000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.49964049095577545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.7099674992323365	0.08325298435078356	0.08325298435078356	0.08325298435078356	0.08325298435078356	0.08325298435078356	0.08325298435078356	0.08325298435078356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	-0.21032700827656103	0.4163875066049919	0.4163875066049919	0.4163875066049919	0.4163875066049919	0.4163875066049919	0.4163875066049919	0.4163875066049919
55000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	0.38076642597996035	1.223978162740716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.466767061622585	0.17721312964888963	0.17721312964888963	0.17721312964888963	0.17721312964888963	0.17721312964888963	0.17721312964888963	0.17721312964888963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	-0.08600063564262467	0.20355329633107072	0.20355329633107072	0.20355329633107072	0.20355329633107072	0.20355329633107072	0.20355329633107072	1.0467650330918263
60000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.441113682303004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.650074037647088	0.17282221059924477	0.17282221059924477	0.17282221059924477	0.17282221059924477	0.17282221059924477	0.17282221059924477	0.17282221059924477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	-0.20896035534408403	0.2682914717037592	0.2682914717037592	0.2682914717037592	0.2682914717037592	0.2682914717037592	0.2682914717037592	0.2682914717037592
65000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.4429080802487125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.6093822791757105	0.1621069089905323	0.1621069089905323	0.1621069089905323	0.1621069089905323	0.1621069089905323	0.1621069089905323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	-0.16647419892699805	0.28080117125818016	0.28080117125818016	0.28080117125818016	0.28080117125818016	0.28080117125818016	0.28080117125818016
70000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.4845461214645416	0.9835883592284215	0.9835883592284215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.525146161895589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	-0.040600040431047424	0.4584421973328324	0.4584421973328324
75000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.580981506630113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6545971852827867	0.6545971852827867	0.6545971852827867	0.6133020560535204	0.6133020560535204	1.5761958264190339	1.5761958264190339	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.26770055579285723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0736156786526736	-0.0736156786526736	-0.0736156786526736	-0.03232054942340734	-0.03232054942340734	-0.9952143197889208	-0.9952143197889208	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558	0.3132809508372558
80000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.47753060356019295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.39719139112372487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808	0.08033921243646808
85000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	0.3741803622178459	1.8911995983170111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.111657093755804	1.111657093755804	1.111657093755804	1.111657093755804	1.111657093755804	1.111657093755804	1.2704291525993525	1.2704291525993525	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.2723014316523856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.737476731537958	-0.737476731537958	-0.737476731537958	-0.737476731537958	-0.737476731537958	-0.737476731537958	-0.8962487903815066	-0.8962487903815066	0.10187893056546032	0.10187893056546032	0.10187893056546032	0.10187893056546032	0.10187893056546032	0.10187893056546032	0.10187893056546032	0.10187893056546032	1.6188981666646256
90000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4185623256898136	0.4385287366545519	0.4385287366545519	0.4385287366545519	0.4385287366545519	0.4385287366545519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6775515374433393	0.6775515374433393	0.6775515374433393	0.6775515374433393	0.6775515374433393	1.6283243269545582	1.6283243269545582	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.2838974723517053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2589892117535257	-0.2589892117535257	-0.2589892117535257	-0.2589892117535257	-0.2589892117535257	-1.2097620012647445	-1.2097620012647445	0.1346648533381083	0.1346648533381083	0.1346648533381083	0.1346648533381083	0.1346648533381083	0.15463126430284657	0.15463126430284657	0.15463126430284657	0.15463126430284657	0.15463126430284657
95000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.5122618712763339	0.8557382865201324	0.8557382865201324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.5048312470544113	0.13550868716630346	0.13550868716630346	0.13550868716630346	0.13550868716630346	0.13550868716630346	0.13550868716630346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.007430624221922644	0.37675318411003045	0.37675318411003045	0.37675318411003045	0.37675318411003045	0.7202295993538289	0.7202295993538289
